customer_id,age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi
CUST199085,32,Male,Single,Professional,74065.99,Private,3.0,SME,Rented,20293.95,5,4,4408.54,0.0,5665.96,11049.87,3837.2,No,0.0,634,40051.09,11693.4,Education EMI,166910.79,8,High_Risk,14936.42
CUST357076,26,Female,Married,High School,41613.85,Private,0.0,SME,Rented,9406.05,2,0,0.0,0.0,1132.64,2036.76,1433.37,No,0.0,594,32082.98,7546.17,Home Appliances EMI,84316.4,21,Eligible,13769.39
CUST326523,26,Female,Married,Graduate,20671.78,Private,0.0,SME,Rented,4626.28,4,3,2151.37,0.0,583.02,6810.84,561.68,No,0.0,608,21809.9,7130.41,Home Appliances EMI,199100.85,21,Not_Eligible,3089.25
CUST481071,25,Female,Married,Graduate,50114.28,Private,0.0,Public Sector,Rented,14165.14,2,1,6291.84,0.0,3148.26,6126.02,2950.11,No,0.0,677,58265.28,19830.9,Home Appliances EMI,121116.81,27,Eligible,9291.94
CUST302954,56,Male,Single,Graduate,45624.63,Private,15.6,SME,Family,2085.32,1,0,0.0,0.0,1237.64,3411.04,2322.3,No,0.0,494,33820.04,7532.59,Vehicle EMI,337172.85,45,Eligible,17694.26
CUST470109,44,Female,Married,Graduate,38581.41,Private,14.8,SME,Own,0.0,2,0,0.0,0.0,858.8,2642.44,1537.14,No,0.0,742,12226.29,4603.61,Vehicle EMI,455539.47,37,Eligible,17600.15
CUST417625,45,Female,Single,Graduate,106643.67,Private,13.0,MNC,Rented,14212.72,3,1,876.39,1933.33,8393.16,7089.21,4999.85,Yes,10946.28,592,38522.54,6590.41,Education EMI,282006.77,11,Eligible,27209.17
CUST289980,28,Female,Single,Post Graduate,41248.01,Self-employed,3.0,Not Applicable,Family,949.51,1,0,0.0,0.0,1675.98,2000.0,3947.82,No,0.0,764,12402.78,4167.48,Vehicle EMI,1451950.94,82,High_Risk,19033.21
CUST446725,41,Male,Single,Graduate,46449.5,Self-employed,7.7,Not Applicable,Rented,12946.14,3,1,2333.5,1666.62,2571.38,5070.52,2294.33,No,0.0,567,23731.96,8110.61,Education EMI,321952.13,19,Not_Eligible,9733.99
CUST315008,47,Female,Married,Professional,80141.14,Private,9.2,MNC,Rented,20664.89,5,3,6088.69,10566.01,5512.72,10067.51,1739.88,No,0.0,686,16876.17,2815.1,E-commerce Shopping EMI,65760.97,5,Eligible,13029.51
CUST458313,53,Female,Married,High School,56674.12,Private,14.1,SME,Own,0.0,3,1,2931.44,467.51,1322.03,3439.2,3099.88,Yes,15290.17,683,16060.06,3433.72,Vehicle EMI,926631.6,35,Not_Eligible,13742.84
CUST200074,53,Male,Married,Graduate,37647.0,Private,14.6,SME,Rented,7085.5,5,3,1537.53,12996.02,996.14,9218.16,828.58,No,0.0,579,164213.67,38586.94,Education EMI,326556.4,42,Not_Eligible,2364.99
CUST166465,29,Male,Married,Graduate,33906.3,Private,4.7,Public Sector,Rented,6653.45,6,4,4609.29,0.0,789.17,11753.59,2747.48,No,0.0,755,45808.63,11520.01,Vehicle EMI,116136.32,59,Eligible,3995.59
CUST459345,58,Female,Married,Post Graduate,78674.7,Private,14.6,Public Sector,Family,12.68,3,1,549.58,8785.7,3304.54,5652.02,2010.56,No,0.0,637,15062.0,3943.95,Personal Loan EMI,636416.1,26,Eligible,29467.86
CUST427506,36,Male,Married,Graduate,38254.88,Private,10.1,Startup,Family,1408.65,3,2,7798.5,0.0,3040.6,3373.66,2624.85,Yes,8649.97,516,19257.54,7451.22,Vehicle EMI,537366.68,32,Not_Eligible,4803.97
CUST243393,25,Female,Single,Post Graduate,37831.7,Private,0.0,SME,Rented,5352.23,4,3,4272.99,0.0,1429.11,6525.99,3578.18,No,0.0,617,33539.55,12111.38,E-commerce Shopping EMI,51853.31,4,High_Risk,8524.7
CUST110817,56,Male,Single,Graduate,88527.25,Self-employed,18.5,Not Applicable,Rented,22573.98,4,2,1573.6,5566.94,6350.09,5160.61,5568.73,Yes,21953.12,557,13951.03,5016.8,Home Appliances EMI,174621.64,35,Eligible,8538.52
CUST352178,52,Female,Married,Graduate,50123.75,Private,15.3,MNC,Own,0.0,3,2,5227.36,7439.09,2807.6,5509.14,4680.21,Yes,10353.88,636,31518.76,4917.65,Home Appliances EMI,235432.51,33,High_Risk,5931.02
CUST484627,46,Male,Single,Post Graduate,40245.68,Private,14.0,MNC,Rented,6939.76,5,3,5630.36,95.29,3061.16,7793.5,1585.04,No,0.0,730,49217.01,5077.89,Education EMI,251624.79,34,High_Risk,8397.66
CUST487512,60,Male,Married,Graduate,42722.22,Private,25.4,SME,Rented,9931.43,4,2,825.75,8080.91,3415.8,8209.44,1871.97,No,0.0,596,18961.71,6155.18,Personal Loan EMI,467552.77,42,Not_Eligible,4604.48
CUST466149,30,Male,Single,Graduate,72017.46,Government,4.4,MNC,Family,2046.38,4,2,6510.74,0.0,5223.64,7303.37,7046.87,Yes,4086.42,697,29898.73,2504.14,Vehicle EMI,1083508.82,83,Eligible,20175.87
CUST112872,34,Male,Married,Post Graduate,43626.79,Self-employed,6.0,Not Applicable,Family,1669.15,6,4,2191.67,0.0,1677.74,14808.06,1478.7,Yes,6398.08,662,42714.4,13542.9,E-commerce Shopping EMI,103387.08,6,Not_Eligible,7476.05
CUST219488,25,Male,Married,High School,19896.95,Private,1.8,SME,Own,0.0,5,3,5270.18,0.0,955.85,9528.22,500.0,Yes,1596.84,579,6839.67,2046.54,Vehicle EMI,941029.25,48,Not_Eligible,1009.81
CUST447998,30,Female,Single,Professional,72589.5,Private,6.5,SME,Rented,16051.08,2,0,0.0,0.0,4305.72,2874.98,2751.54,Yes,10039.71,674,9673.27,2440.32,Education EMI,299945.14,14,High_Risk,19142.87
CUST115506,30,Male,Single,Post Graduate,53982.29,Private,6.8,Public Sector,Rented,15147.07,1,0,0.0,0.0,3681.84,2000.0,3734.6,No,0.0,689,57915.67,4891.31,Vehicle EMI,1418159.84,41,Not_Eligible,16437.97
CUST231539,60,Female,Single,Graduate,79728.41,Private,24.0,MNC,Rented,19179.63,2,1,6184.0,2230.53,5833.32,4989.8,6670.54,No,0.0,679,29734.37,1721.13,Personal Loan EMI,844560.93,39,High_Risk,17284.34
CUST165757,58,Male,Married,Professional,52833.61,Private,18.7,Startup,Rented,14618.02,3,1,6188.96,13908.27,1356.27,5386.2,4098.2,No,0.0,664,3545.39,194.54,Home Appliances EMI,270452.11,24,Not_Eligible,3915.44
CUST311905,60,Male,Single,Professional,99489.38,Private,20.2,MNC,Rented,18923.9,2,0,0.0,0.0,5825.34,4933.09,5109.77,Yes,25327.46,794,110358.82,10606.16,E-commerce Shopping EMI,134975.59,4,High_Risk,21785.32
CUST212108,53,Male,Married,Graduate,35398.93,Private,17.7,Public Sector,Family,1238.98,5,3,44.83,1728.67,1082.74,7965.72,2746.19,No,0.0,796,38497.91,4270.94,Education EMI,66909.38,24,Eligible,11830.32
CUST309782,26,Male,Single,Professional,58245.27,Self-employed,0.2,Not Applicable,Family,1849.39,5,3,1644.26,0.0,2794.85,11653.73,4395.21,Yes,5191.8,727,16676.21,3747.65,E-commerce Shopping EMI,100129.66,10,Eligible,17325.96
CUST254749,35,Female,Single,Post Graduate,57523.07,Private,6.6,MNC,Rented,8834.9,1,0,0.0,0.0,3954.73,3422.53,1490.08,No,0.0,695,20550.75,6605.7,Home Appliances EMI,41663.29,10,Eligible,20076.96
CUST390452,32,Male,Single,Graduate,27830.11,Private,7.3,SME,Family,558.82,3,2,6320.8,0.0,1993.18,8959.39,2266.55,Yes,3841.83,652,17621.86,3175.38,Home Appliances EMI,79047.6,7,Not_Eligible,1810.11
CUST168724,35,Male,Married,High School,29391.09,Government,5.7,SME,Own,0.0,6,5,3178.64,0.0,704.04,11047.09,2283.0,No,0.0,767,7435.43,1579.11,Vehicle EMI,295751.64,40,High_Risk,7080.94
CUST241498,29,Female,Married,Post Graduate,15000.0,Private,7.2,MNC,Own,0.0,3,1,904.55,0.0,960.29,6565.43,736.58,No,0.0,724,11855.77,4258.12,Vehicle EMI,647681.34,34,Not_Eligible,3030.56
CUST395068,43,Female,Married,Graduate,51551.13,Government,16.2,MNC,Rented,6407.26,2,1,5514.93,293.7,3547.1,5119.88,3313.55,No,0.0,848,31098.22,8072.35,Personal Loan EMI,144050.78,25,Eligible,16117.54
CUST134840,28,Female,Married,Graduate,59456.81,Private,4.4,MNC,Family,1092.08,3,2,1145.24,0.0,2584.87,5088.86,5324.08,Yes,3037.28,658,16353.11,2613.15,Vehicle EMI,809612.01,59,Eligible,18868.04
CUST237645,53,Female,Single,Professional,91212.27,Private,14.8,MNC,Family,1484.54,2,0,0.0,0.0,7063.16,3890.03,5444.45,No,0.0,726,154858.56,20560.91,Vehicle EMI,1234258.91,41,Eligible,37411.33
CUST224552,51,Male,Married,Graduate,111835.89,Private,18.1,SME,Own,0.0,3,1,2120.33,1643.81,8821.4,5890.47,10206.24,Yes,20399.58,635,53725.61,7195.28,Education EMI,384402.54,35,Eligible,29466.95
CUST172935,42,Female,Married,Graduate,71218.87,Private,9.1,Public Sector,Own,0.0,5,3,2321.69,5544.5,5662.69,5723.36,6496.0,Yes,18787.74,503,137489.96,40156.94,E-commerce Shopping EMI,163093.39,21,Eligible,11035.52
CUST161983,46,Male,Married,High School,79036.72,Private,11.3,Startup,Family,594.59,6,4,806.68,8531.37,3764.53,9983.93,7359.31,No,0.0,644,16555.53,5721.18,Personal Loan EMI,75562.78,12,Eligible,25289.48
CUST173698,37,Female,Single,Graduate,67915.31,Government,6.8,MNC,Rented,10648.11,6,5,1352.35,0.0,4877.78,12870.96,2004.41,No,0.0,849,111066.74,40085.2,Vehicle EMI,1384481.72,27,Not_Eligible,21693.17
CUST408783,44,Male,Married,Graduate,65207.04,Private,9.7,Startup,Family,1275.34,4,3,3590.58,10570.82,4332.85,9708.75,2353.76,No,0.0,845,12376.09,4145.04,Vehicle EMI,1070394.14,34,Not_Eligible,20934.07
CUST372347,36,Male,Single,Graduate,38906.48,Private,5.5,MNC,Family,59.64,1,0,0.0,0.0,1578.85,2000.0,2529.97,No,0.0,596,59289.07,3602.56,Personal Loan EMI,297304.59,46,Eligible,16556.13
CUST346477,25,Male,Single,Graduate,43642.85,Private,1.3,Startup,Rented,10807.91,5,3,6405.42,0.0,2207.05,13560.57,3058.14,Yes,12504.96,628,69931.92,24641.27,Home Appliances EMI,261554.88,17,Eligible,500.0
CUST149012,53,Female,Single,Post Graduate,43821.84,Private,20.1,MNC,Rented,13092.66,6,5,1363.52,989.78,1992.83,14425.77,1314.22,No,0.0,755,17417.92,1388.44,Home Appliances EMI,39761.81,13,Eligible,6095.7
CUST105789,57,Male,Single,High School,98479.75,Private,21.2,SME,Rented,16013.3,2,1,4208.84,965.31,4766.07,5806.47,3739.61,Yes,27541.34,643,27558.15,2625.05,Vehicle EMI,806100.48,51,High_Risk,16214.87
CUST170967,46,Female,Married,Professional,65663.02,Private,12.7,Startup,Own,0.0,5,4,1824.59,14717.12,1614.66,10750.55,4742.23,No,0.0,711,20181.16,3190.79,Personal Loan EMI,917909.12,57,High_Risk,15936.33
CUST253938,26,Male,Married,High School,63151.12,Private,3.3,SME,Family,969.98,2,0,0.0,0.0,3185.56,3842.8,2238.73,Yes,13071.06,688,19176.76,1623.41,E-commerce Shopping EMI,86909.58,9,Eligible,19760.72
CUST162414,54,Female,Married,Professional,49923.93,Private,16.8,Startup,Own,0.0,4,3,866.18,4711.55,1233.03,8845.56,3580.5,Yes,3271.56,648,8351.09,1848.29,Vehicle EMI,1430492.94,21,Not_Eligible,13832.6
CUST493318,41,Female,Married,Professional,56597.77,Private,3.1,SME,Own,0.0,2,1,2072.0,13955.82,1649.04,3060.15,2623.84,No,0.0,761,94026.73,10983.19,Personal Loan EMI,781067.41,30,Not_Eligible,19832.71
CUST480078,57,Male,Single,Post Graduate,73061.21,Government,22.5,SME,Rented,10393.8,1,0,0.0,0.0,3813.92,2000.0,4504.04,Yes,12722.24,665,7598.09,871.96,Home Appliances EMI,123117.23,31,Eligible,20808.3
CUST211220,27,Male,Married,Graduate,20097.96,Government,6.0,MNC,Family,188.36,2,1,4351.03,0.0,1437.38,3743.06,531.8,No,0.0,674,2038.38,316.44,Home Appliances EMI,162785.66,21,High_Risk,4998.22
CUST171917,41,Female,Single,Professional,102498.36,Self-employed,10.0,Not Applicable,Rented,29067.11,6,5,1127.26,14834.5,7859.36,12773.44,2363.74,No,0.0,706,17756.39,2170.65,Personal Loan EMI,105363.39,48,Eligible,18264.47
CUST405832,33,Female,Married,High School,36119.88,Private,11.9,MNC,Own,0.0,6,4,762.32,0.0,1364.82,12875.98,2054.14,No,0.0,652,26296.9,9474.16,Home Appliances EMI,199453.08,20,High_Risk,9289.01
CUST423107,59,Male,Married,High School,94006.52,Private,19.0,SME,Rented,19760.55,1,0,0.0,0.0,4062.65,3454.53,5796.2,Yes,8158.68,568,13621.96,5192.22,Home Appliances EMI,37770.28,25,Eligible,22065.06
CUST268838,33,Male,Single,Post Graduate,75001.87,Private,8.5,MNC,Rented,14272.26,3,2,5737.12,0.0,3379.91,7215.33,5984.47,No,0.0,636,18773.59,5999.06,Vehicle EMI,539122.37,55,Eligible,19833.29
CUST452229,37,Female,Married,Post Graduate,87461.68,Private,6.4,MNC,Own,0.0,2,1,5319.93,0.0,5050.83,2000.0,7924.37,Yes,18018.33,611,77448.11,26744.55,Personal Loan EMI,255425.86,50,Eligible,21020.98
CUST279310,30,Male,Married,Graduate,89411.48,Private,9.0,Startup,Rented,22037.4,4,3,1523.7,0.0,5498.78,7437.46,8344.56,Yes,6166.87,675,14429.52,4026.0,E-commerce Shopping EMI,150072.47,12,Eligible,18542.36
CUST365501,51,Female,Married,Graduate,93236.12,Self-employed,18.9,Not Applicable,Own,0.0,1,0,0.0,0.0,7371.46,3318.43,5432.43,No,0.0,586,82462.42,13199.46,Home Appliances EMI,21763.46,31,Eligible,39146.67
CUST220115,39,Male,Single,High School,104946.24,Self-employed,6.4,Not Applicable,Own,0.0,4,3,5056.03,0.0,6736.1,7519.68,3262.78,No,0.0,712,13301.48,5100.52,E-commerce Shopping EMI,60141.03,11,Eligible,37950.0
CUST237242,38,Male,Married,Graduate,54335.25,Self-employed,9.7,Not Applicable,Rented,12933.62,2,1,5045.49,0.0,4250.39,5762.51,3825.55,No,0.0,478,109491.45,37453.3,Education EMI,300458.55,33,Eligible,9359.89
CUST268255,54,Male,Married,Post Graduate,44037.19,Self-employed,20.9,Not Applicable,Family,1022.26,4,3,7544.99,279.0,892.53,6625.23,2132.3,Yes,9189.33,554,78680.79,20829.99,E-commerce Shopping EMI,73329.28,16,Eligible,6947.94
CUST397387,32,Male,Married,High School,47144.79,Self-employed,2.7,Not Applicable,Own,0.0,3,2,4421.45,0.0,2979.78,7959.8,3826.76,Yes,3161.21,671,33540.28,11119.77,Vehicle EMI,767163.97,71,High_Risk,12918.13
CUST126378,53,Female,Married,High School,37269.13,Self-employed,18.2,Not Applicable,Rented,5938.86,6,4,6128.95,10313.91,1917.86,11936.81,1241.09,No,0.0,814,45089.54,13451.41,Education EMI,141551.44,41,Eligible,500.0
CUST205171,58,Male,Married,Professional,108903.92,Private,21.4,SME,Rented,18111.24,5,4,4549.39,2421.44,2960.49,11247.33,8017.29,No,0.0,674,34493.13,4724.87,Vehicle EMI,215824.65,19,Eligible,32943.63
CUST172798,52,Female,Single,Graduate,21060.67,Private,18.4,MNC,Rented,5014.18,2,1,5504.3,14794.09,816.53,5328.31,1434.57,Yes,3354.57,572,10532.5,4055.3,E-commerce Shopping EMI,86417.87,21,Eligible,500.0
CUST336909,58,Female,Married,High School,21547.96,Private,18.3,Startup,Family,680.87,3,2,2692.49,9793.5,698.52,5733.96,1431.77,No,0.0,574,35894.34,6207.83,Education EMI,286340.07,26,Not_Eligible,500.0
CUST112581,55,Male,Single,Graduate,33495.57,Private,20.0,MNC,Family,770.72,6,4,1318.44,9594.23,1901.02,14278.43,1486.62,Yes,9535.47,632,11046.23,3706.93,Education EMI,182203.35,45,Eligible,500.0
CUST371726,49,Male,Single,Post Graduate,55313.42,Private,16.9,MNC,Rented,12454.77,5,3,5266.92,10223.53,3352.91,10288.47,3771.9,No,0.0,658,13126.7,4376.5,Vehicle EMI,1320060.18,60,Not_Eligible,4957.17
CUST293012,26,Male,Married,Graduate,98784.72,Government,3.8,SME,Rented,26522.56,5,4,2029.26,0.0,6506.09,12984.19,7425.3,Yes,5724.95,635,11973.06,4172.68,Vehicle EMI,1352808.05,78,High_Risk,17924.29
CUST309080,37,Male,Married,High School,94457.21,Private,12.0,Public Sector,Rented,12216.81,3,1,53.09,0.0,6113.57,4730.79,6730.17,Yes,5526.11,628,57499.02,13545.47,Vehicle EMI,721403.37,50,Eligible,30179.83
CUST117732,38,Male,Married,Graduate,44702.45,Private,5.6,Public Sector,Own,0.0,3,2,1127.75,0.0,2108.78,9591.3,2322.41,No,0.0,850,46379.53,3604.98,Home Appliances EMI,181208.0,34,Eligible,17527.87
CUST199649,45,Male,Single,Post Graduate,60077.95,Private,12.0,Startup,Own,0.0,3,1,675.81,12735.86,4370.95,7655.85,4929.01,No,0.0,686,56722.53,4810.88,E-commerce Shopping EMI,78188.87,22,Eligible,15380.43
CUST361507,46,Female,Single,Post Graduate,69302.87,Private,13.2,MNC,Own,0.0,3,2,7240.65,11164.34,1908.63,5920.14,6695.89,No,0.0,761,79208.51,15728.16,Home Appliances EMI,141363.63,35,Eligible,21145.45
CUST190866,44,Female,Married,Post Graduate,111229.35,Private,10.4,Startup,Own,0.0,3,2,3783.11,3552.32,3511.67,7508.95,2634.28,Yes,26822.39,540,6001.26,450.3,E-commerce Shopping EMI,146476.17,20,Eligible,24263.59
CUST163511,42,Female,Single,Post Graduate,84677.28,Private,16.8,SME,Family,3896.98,5,4,3487.79,1086.32,2908.73,7707.31,4499.73,No,0.0,642,77110.23,22568.84,E-commerce Shopping EMI,161548.92,4,High_Risk,30126.86
CUST331710,58,Male,Married,Graduate,79846.68,Self-employed,18.1,Not Applicable,Family,3160.03,3,1,7124.13,8889.99,4291.05,6264.09,7520.41,No,0.0,654,57116.61,22323.72,E-commerce Shopping EMI,117280.11,12,Eligible,21464.31
CUST103459,31,Male,Single,Graduate,61664.88,Government,6.4,Startup,Family,2539.53,6,5,5051.04,0.0,4067.66,13031.39,5986.74,Yes,10829.05,620,50719.22,12461.53,E-commerce Shopping EMI,144337.7,7,Not_Eligible,9242.0
CUST286689,43,Male,Married,Post Graduate,79331.75,Self-employed,13.3,Not Applicable,Family,1148.8,2,0,0.0,0.0,2499.23,3476.24,5562.79,No,0.0,818,34952.22,11817.45,Personal Loan EMI,431643.73,14,Eligible,39183.5
CUST498163,54,Male,Single,Post Graduate,200000.0,Self-employed,16.6,Not Applicable,Rented,25543.54,2,1,6784.59,13538.13,10136.05,5871.52,6696.84,No,0.0,686,3202.64,992.35,Personal Loan EMI,273167.83,33,Eligible,50000.0
CUST444196,54,Female,Married,Post Graduate,66578.09,Private,15.5,MNC,Rented,16389.45,1,0,0.0,0.0,4815.28,2000.0,6259.66,Yes,13366.0,601,19011.31,2170.84,Education EMI,292711.36,10,Not_Eligible,10337.35
CUST154451,31,Female,Married,High School,23790.71,Private,6.0,MNC,Rented,4718.74,6,4,1113.22,0.0,1637.45,13830.74,2012.28,No,0.0,733,26746.42,10077.01,Personal Loan EMI,862638.85,34,Not_Eligible,500.0
CUST156249,44,Male,Single,Graduate,64528.59,Self-employed,11.4,Not Applicable,Own,0.0,5,3,7575.89,6531.54,2941.95,8943.48,6068.09,No,0.0,739,38389.79,9909.45,E-commerce Shopping EMI,178415.18,11,Eligible,19185.1
CUST130414,39,Female,Married,Graduate,53802.89,Private,5.8,MNC,Rented,15289.07,3,1,4913.08,0.0,2617.99,6965.87,4814.29,No,0.0,494,158477.08,43833.09,Personal Loan EMI,893527.81,39,Not_Eligible,9205.92
CUST227595,48,Male,Single,Graduate,19481.15,Self-employed,15.3,Not Applicable,Rented,3000.0,5,4,286.71,6225.2,705.72,11562.47,1759.03,No,0.0,547,9079.42,2619.7,Vehicle EMI,761759.26,77,Eligible,500.0
CUST463274,47,Female,Married,Graduate,51946.18,Government,10.6,SME,Rented,13677.27,1,0,0.0,0.0,3561.87,2000.0,2157.99,Yes,4727.6,597,39539.78,6683.37,Education EMI,67500.73,16,Eligible,10710.05
CUST178631,59,Male,Married,Graduate,119062.98,Private,22.9,MNC,Own,0.0,6,4,6508.69,11632.6,6102.24,12743.42,7171.25,No,0.0,714,22161.39,1520.6,Home Appliances EMI,110065.35,11,Eligible,43340.37
CUST240636,37,Female,Married,High School,76420.29,Private,10.1,SME,Family,3713.76,4,3,4311.49,0.0,1866.39,9547.5,6928.91,Yes,22824.67,581,48639.9,16447.14,Education EMI,220052.29,32,Eligible,10799.5
CUST336832,56,Male,Married,Graduate,106551.7,Government,25.0,MNC,Family,4461.39,3,2,6852.7,11331.88,3020.95,6838.38,3472.02,Yes,20453.57,501,68206.44,14415.36,Education EMI,371245.58,29,Eligible,20196.83
CUST164863,55,Male,Married,Post Graduate,96833.1,Private,14.9,SME,Rented,15238.77,5,3,5540.85,9960.52,5505.53,8811.38,5775.57,No,0.0,747,24328.86,6055.8,Vehicle EMI,1243168.18,42,High_Risk,25723.96
CUST179421,25,Male,Single,Professional,96731.56,Government,0.0,Startup,Own,0.0,3,2,637.39,0.0,2179.4,5950.24,8673.68,No,0.0,563,24586.55,2841.04,Vehicle EMI,1448638.69,63,Eligible,37509.96
CUST407966,53,Female,Single,Graduate,74374.12,Government,16.5,MNC,Family,2951.32,4,2,5151.39,1063.42,2697.02,7319.53,6470.46,Yes,19604.09,714,34114.38,10207.42,Vehicle EMI,953372.34,63,High_Risk,14219.1
CUST278916,42,Male,Single,Professional,32430.37,Private,13.2,SME,Family,865.46,4,2,4277.84,13842.64,1628.04,7956.39,765.76,No,0.0,589,13729.04,2229.68,E-commerce Shopping EMI,159217.25,18,Not_Eligible,1521.61
CUST365006,46,Male,Married,Post Graduate,116357.53,Government,13.1,SME,Own,0.0,1,0,0.0,0.0,6696.84,2000.0,6064.55,No,0.0,822,115405.63,44171.79,E-commerce Shopping EMI,58690.59,15,Eligible,50000.0
CUST320207,52,Male,Married,Professional,104657.71,Private,22.4,SME,Rented,22352.88,4,3,3758.74,6921.56,2966.85,8896.22,5963.91,Yes,29123.18,732,22920.5,8800.24,Home Appliances EMI,243421.06,34,Eligible,12182.97
CUST213867,40,Male,Married,Graduate,43376.04,Government,8.6,Public Sector,Family,177.14,6,5,1723.61,0.0,3029.39,10837.2,2021.48,No,0.0,714,54269.69,7429.76,Vehicle EMI,956580.62,66,High_Risk,14188.43
CUST410823,38,Female,Single,Professional,125654.83,Self-employed,7.9,Not Applicable,Rented,19171.79,1,0,0.0,0.0,2737.84,2880.15,4055.76,No,0.0,723,16699.78,4347.94,Education EMI,51737.66,35,Eligible,50000.0
